试卷名,编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
2006-北京,7-D-0,不够合理的治理土壤退化的措施是	江南丘陵施用石灰,ed-ori,,10,,,不 够 合理 的 治理 土壤 退化 的 措施 是 江南丘陵 施用 石灰,不 够 合理 的 治理 土壤 退化 的 措施 是 江南 丘陵 施用 石灰,AD VA VA DEC NN NN VV DEC NN VC loc VV NN,,措施_0（不够合理的治理土壤退化，江南丘陵施用石灰）,措施_0（不够合理的治理土壤退化，江南丘陵施用石灰）,0_8,0_8,措施,措施,,,不 够 合理 的 治理 土壤 退化 的 措施 是 江南 丘陵 施用 石灰,不 够 合理 的 治理 土壤 退化 的 措施 是 江南 丘陵 施用 石灰,AD VA VA DEC NN NN VV DEC NN VC loc VV NN,( (IP (NP (CP (IP (NP (CP (IP (VP (VP (ADVP (AD 不)) (VP (VA 够))) (VP (VA 合理)))) (DEC 的)) (NP (NN 治理) (NN 土壤))) (VP (VV 退化))) (DEC 的)) (NP (NN 措施))) (VP (VC 是) (IP (NP (NR 江南丘陵)) (VP (VV 施用) (NP (NN 石灰)))))) )
2006-北京,7-D-1,不够合理的治理土壤退化的措施是	江南丘陵中和土壤酸度,ed-mod,,10,,,不 够 合理 的 治理 土壤 退化 的 措施 是 江南丘陵 中和 土壤 酸度,不 够 合理 的 治理 土壤 退化 的 措施 是 江南 丘陵 中和 土壤 酸度,AD VA VA DEC NN NN VV DEC NN VC loc NR NN NN,,措施_0（不够合理的治理土壤退化，江南丘陵中和土壤酸度）,措施_0（不够合理的治理土壤退化，江南丘陵中和土壤酸度）,0_8,0_8,措施,措施,,,不 够 合理 的 治理 土壤 退化 的 措施 是 江南 丘陵 中 和 土壤 酸度,不 够 合理 的 治理 土壤 退化 的 措施 是 江南 丘陵 中 和 土壤 酸度,AD VA VA DEC NN NN VV DEC NN VC loc NR NN NN,( (IP (NP (CP (IP (NP (CP (IP (VP (VP (ADVP (AD 不)) (VP (VA 够))) (VP (VA 合理)))) (DEC 的)) (NP (NN 治理) (NN 土壤))) (VP (VV 退化))) (DEC 的)) (NP (NN 措施))) (VP (VC 是) (NP (NP (NR 江南丘陵) (NR 中和)) (NP (NN 土壤) (NN 酸度))))) )
2010-北京,7-A,由08时到20时，图中	①地风向偏北，风力逐渐减弱,y,0,4,5,,由08时到20时 ， 图 中 ①地 风向 偏北 ， 风力 逐渐 减弱,由 08时 到 20时 ， 图 中 ①地 风向 偏北 ， 风力 逐渐 减弱,time PU NN LC loc term VA PU NN AD VV,,时间限定_0（由08时到20时）实体信息陈述_1（①地，风向，偏北）趋势_2（①地，风力，#，逐渐减弱）,时间限定_0（由08时到20时）实体信息陈述_1（①地，风向，偏北）趋势_2（①地，风力，#，逐渐减弱）,0_0 2_10,0_0 2_10,时间限定 实体信息陈述 趋势,时间限定 实体信息陈述 趋势,0 4,,由 08时到20时 ， 图 中 ①地 风向 偏北 ， 风力 逐渐 减弱,由 08时 到 20时 ， 图 中 ①地 风向 偏北 ， 风力 逐渐 减弱,time PU NN LC loc term NN PU NN AD VV,( (IP (IP (NP (NT 由08时到20时)) (PU ，) (LCP (NP (NN 图)) (LC 中)) (NP (NR ①地)) (NP (NN 风向)) (VP (VA 偏北))) (PU ，) (IP (NP (NN 风力)) (VP (ADVP (AD 逐渐)) (VP (VV 减弱))))) )
2010-北京,7-A-0,由08时到20时，图中	①地风向偏北,ed-ori,0,4,5,,由08时到20时 ， 图 中 ①地 风向 偏北,由 08时 到 20时 ， 图 中 ①地 风向 偏北,time PU NN LC loc term VA,,时间限定_0（由08时到20时）实体信息陈述_1（①地，风向，偏北）,时间限定_0（由08时到20时）实体信息陈述_1（①地，风向，偏北）,0_0,0_0,时间限定 实体信息陈述,时间限定 实体信息陈述,0 4,,由 08时到20时 ， 图 中 ①地 风向 偏北,由 08时 到 20时 ， 图 中 ①地 风向 偏北,time PU NN LC loc term NN,( (IP (NP (NT 由08时到20时)) (PU ，) (LCP (NP (NN 图)) (LC 中)) (NP (NR ①地)) (NP (NN 风向)) (VP (VA 偏北))) )
2010-北京,7-A-1,由08时到20时，图中	①地风力逐渐减弱,ed-mod,0,4,5,,由08时到20时 ， 图 中 ①地 风力 逐渐 减弱,由 08时 到 20时 ， 图 中 ①地 风力 逐渐 减弱,time PU NN LC loc term AD VV,,时间限定_0（由08时到20时）趋势_1（①地，风力，#，逐渐减弱）,时间限定_0（由08时到20时）趋势_1（①地，风力，#，逐渐减弱）,0_0 1_7,0_0 1_7,时间限定 趋势,时间限定 趋势,0 4,,由 08时到20时 ， 图 中 ①地 风力 逐渐 减弱,由 08时 到 20时 ， 图 中 ①地 风力 逐渐 减弱,time PU NN LC loc term AD VV,( (IP (NP (NT 由08时到20时)) (PU ，) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NP (NR ①地)) (NP (NN 风力)))) (VP (ADVP (AD 逐渐)) (VP (VV 减弱)))) )
2010-北京,7-B,由08时到20时，图中	②地受高压脊控制，天气持续晴朗,y,0,4,6,,由08时到20时 ， 图 中 ②地 受 高压脊 控制 ， 天气 持续 晴朗,由 08时 到 20时 ， 图 中 ②地 受 高压脊 控制 ， 天气 持续 晴朗,time PU NN LC loc VV term NN PU NN VV VV,,时间限定_0（由08时到20时）影响_1（高压脊，②地）实体信息陈述_2（②地，天气，持续晴朗）,时间限定_0（由08时到20时）影响_1（高压脊，②地）实体信息陈述_2（②地，天气，持续晴朗）,0_0 1_5-7,0_0 1_5-7,时间限定 影响 实体信息陈述,时间限定 影响 实体信息陈述,0 4,,由 08时到20时 ， 图 中 ②地 受 高压脊 控制 ， 天气 持续 晴朗,由 08时 到 20时 ， 图 中 ②地 受 高压脊 控制 ， 天气 持续 晴朗,time PU NN LC loc VV term NN PU NN VV VV,( (IP (IP (NP (NT 由08时到20时)) (PU ，) (LCP (NP (NN 图)) (LC 中)) (NP (NR ②地)) (VP (VV 受) (NP (NN 高压脊) (NN 控制)))) (PU ，) (NP (NN 天气)) (VP (VV 持续) (VP (VV 晴朗)))) )
2010-北京,7-B-0,由08时到20时，图中	②地受高压脊控制,ed-ori,0,4,6,,由08时到20时 ， 图 中 ②地 受 高压脊 控制,由 08时 到 20时 ， 图 中 ②地 受 高压脊 控制,time PU NN LC loc VV term NN,,时间限定_0（由08时到20时）影响_1（高压脊，②地,时间限定_0（由08时到20时）影响_1（高压脊，②地,0_0 1_5-7,0_0 1_5-7,时间限定 影响,时间限定 影响,0 4,,由 08时到20时 ， 图 中 ②地 受 高压脊 控制,由 08时 到 20时 ， 图 中 ②地 受 高压脊 控制,time PU NN LC loc VV term NN,( (IP (NP (NT 由08时到20时)) (PU ，) (LCP (NP (NN 图)) (LC 中)) (NP (NR ②地)) (VP (VV 受) (NP (NN 高压脊) (NN 控制)))) )
2010-北京,7-B-1,由08时到20时，图中	②地天气持续晴朗,ed-mod,0,4,,,由08时到20时 ， 图 中 ②地 天气 持续 晴朗,由 08时 到 20时 ， 图 中 ②地 天气 持续 晴朗,time PU NN LC loc NN VV VV,,时间限定_0（由08时到20时）实体信息陈述_1（②地，天气，持续晴朗）,时间限定_0（由08时到20时）实体信息陈述_1（②地，天气，持续晴朗）,0_0,0_0,时间限定 实体信息陈述,时间限定 实体信息陈述,0 4,,由 08时到20时 ， 图 中 ②地 天气 持续 晴朗,由 08时 到 20时 ， 图 中 ②地 天气 持续 晴朗,time PU NN LC loc NN VV VV,( (IP (NP (NT 由08时到20时)) (PU ，) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NR ②地)) (NP (NN 天气))) (VP (VV 持续) (VP (VV 晴朗)))) )
2011-北京,8-D,图中	河流③处左岸侵蚀，右岸堆积,y,,3,5 8,,图 中 河流 ③处 左岸 侵蚀 ， 右岸 堆积,图 中 河流 ③处 左岸 侵蚀 ， 右岸 堆积,NN LC NN NN NN term PU NN term,,实体信息陈述_0（河流③处，左岸，侵蚀）实体信息陈述_1（河流③处，右岸，堆积）,实体信息陈述_0（河流③处，左岸，侵蚀）实体信息陈述_1（河流③处，右岸，堆积）,,,实体信息陈述 实体信息陈述,实体信息陈述 实体信息陈述,3,,图 中河 流 ③处 左岸 侵蚀 ， 右岸 堆积,图 中 河流 ③处 左岸 侵蚀 ， 右岸 堆积,NN LC NN NN NN term PU NN term,( (NP (NP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 河流))) (NP (NP (NN ③处) (NN 左岸)) (NP (NN 侵蚀)))) (PU ，) (NP (NN 右岸) (NN 堆积))) )
2011-北京,8-D-0,图中	河流③处左岸侵蚀,ed-ori,,3,5,,图 中 河流 ③处 左岸 侵蚀,图 中 河流 ③处 左岸 侵蚀,NN LC NN NN NN term,,实体信息陈述_0（河流③处，左岸，侵蚀）,实体信息陈述_0（河流③处，左岸，侵蚀）,,,实体信息陈述,实体信息陈述,3,,图 中河 流 ③处 左岸 侵蚀,图 中 河流 ③处 左岸 侵蚀,NN LC NN NN NN term,( (NP (NP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 河流))) (NP (NN ③处) (NN 左岸))) (NP (NN 侵蚀))) )
2011-北京,8-D-1,图中	河流③处右岸堆积,ed-mod,,3,5,,图 中 河流 ③处 右岸 堆积,图 中 河流 ③处 右岸 堆积,NN LC NN NN NN term,,实体信息陈述_0（河流③处，右岸，堆积）,实体信息陈述_0（河流③处，右岸，堆积）,,,实体信息陈述,实体信息陈述,3,,图 中河 流 ③处 右岸 堆积,图 中 河流 ③处 右岸 堆积,NN LC NN NN NN term,( (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 河流) (NN ③处) (NN 右岸)) (NP (NN 堆积))) )
2011-北京,10-A,该图的制作与应用借助于	遥感技术获取道路网信息，测定监测点分布,y,,,8,,该 图 的 制作 与 应用 借助 于 遥感技术 获取 道路网 信息 ， 测定 监测点 分布,该 图 的 制作 与 应用 借助 于 遥感 技术 获取 道路网 信息 ， 测定 监测点 分布,DT NN DEG NN CC NN VV P term VV NN NN PU VV NN NN,,实体信息陈述_0（该图的制作与应用，借助于，遥感技术获取道路网信息、测定监测点分布）,实体信息陈述_0（该图的制作与应用，借助于，实体信息陈述_1（遥感技术，获取，道路网信息）实体信息陈述_2（遥感技术，测定，监测点分布））,,,实体信息陈述,实体信息陈述 实体信息陈述 实体信息陈述,,,该 图 的 制作 与 应用 借助于 遥感技术 获取 道路网 信息 ， 测定 监测点 分布,该 图 的 制作 与 应用 借助于 遥感技术 获取 道路网 信息 ， 测定 监测点 分布,DT NN DEG NN CC NN VV term VV NN NN PU VV NN VV,( (IP (NP (DNP (NP (DP (DT 该)) (NP (NN 图))) (DEG 的)) (NP (NN 制作) (CC 与) (NN 应用))) (VP (VP (VV 借助) (NP (IP (VP (PP (P 于) (NP (NN 遥感技术))) (VP (VV 获取) (NP (NN 道路网))))) (NP (NN 信息)))) (PU ，) (VP (VV 测定) (NP (NN 监测点) (NN 分布))))) )
2011-北京,10-A-0,该图的制作与应用借助于	遥感技术获取道路网信息,ed-ori,,,8,,该 图 的 制作 与 应用 借助 于 遥感技术 获取 道路网 信息,该 图 的 制作 与 应用 借助 于 遥感 技术 获取 道路网 信息,DT NN DEG NN CC NN VV P term VV NN NN,,实体信息陈述_0（该图的制作与应用，借助于，遥感技术获取道路网信息）,实体信息陈述_0（该图的制作与应用，借助于，实体信息陈述_1（遥感技术，获取，道路网信息））,,,实体信息陈述,实体信息陈述 实体信息陈述,,,该 图 的 制作 与 应用 借助于 遥感技术 获取 道路网 信息,该 图 的 制作 与 应用 借助于 遥感技术 获取 道路网 信息,DT NN DEG NN CC NN VV term VV NN NN,( (IP (NP (DNP (NP (DP (DT 该)) (NP (NN 图))) (DEG 的)) (NP (NN 制作) (CC 与) (NN 应用))) (VP (VV 借助) (NP (IP (VP (PP (P 于) (NP (NN 遥感技术))) (VP (VV 获取) (NP (NN 道路网))))) (NP (NN 信息))))) )
2011-北京,10-A-1,该图的制作与应用借助于	遥感技术测定监测点分布,ed-mod,,,8,,该 图 的 制作 与 应用 借助 于 遥感技术 测定 监测点 分布,该 图 的 制作 与 应用 借助 于 遥感 技术 测定 监测点 分布,DT NN DEG NN CC NN VV P term VV NN NN,,实体信息陈述_0（该图的制作与应用，借助于，遥感技术测定监测点分布）,实体信息陈述_0（该图的制作与应用，借助于，实体信息陈述_1（遥感技术，测定，监测点分布））,,,实体信息陈述,实体信息陈述 实体信息陈述,,,该 图 的 制作 与 应用 借助于 遥感技术 测定 监测点 分布,该 图 的 制作 与 应用 借助于 遥感技术 测定 监测点 分布,DT NN DEG NN CC NN VV term VV NN VV,( (IP (NP (DNP (NP (DP (DT 该)) (NP (NN 图))) (DEG 的)) (NP (NN 制作) (CC 与) (NN 应用))) (VP (VV 借助) (VP (PP (P 于) (NP (NN 遥感技术))) (VP (VV 测定) (NP (NN 监测点) (NN 分布)))))) )
2011-北京,10-B,该图的制作与应用借助于	全球定位系统确定事故的位置，预测交通流量,y,,,8,,该 图 的 制作 与 应用 借助 于 全球定位系统 确定 事故 的 位置 ， 预测 交通 流量,该 图 的 制作 与 应用 借助 于 全球 定位 系统 确定 事故 的 位置 ， 预测 交通 流量,DT NN DEG NN CC NN VV P term VV NN DEG NN PU VV NN NN,,实体信息陈述_0（该图的制作与应用，借助于，全球定位系统确定事故的位置和预测交通流量）,实体信息陈述_0（该图的制作与应用，借助于，实体信息陈述_1（全球定位系统，确定，事故的位置）实体信息陈述_2（全球定位系统，预测，交通流量））,,,实体信息陈述,实体信息陈述 实体信息陈述 实体信息陈述,,,该 图 的 制作 与 应用 借助于 全球定位系统 确定 事故 的 位置 ， 预测 交通 流量,该 图 的 制作 与 应用 借助于 全球定位系统 确定 事故 的 位置 ， 预测 交通 流量,DT NN DEG NN CC NN VV term VV NN DEG NN PU VV NN NN,( (IP (NP (DNP (NP (DP (DT 该)) (NP (NN 图))) (DEG 的)) (NP (NN 制作) (CC 与) (NN 应用))) (VP (VP (VV 借助) (NP (DNP (PP (P 于) (NP (CP (IP (NP (NN 全球定位系统)) (VP (VV 确定)))) (NP (NN 事故)))) (DEG 的)) (NP (NN 位置)))) (PU ，) (VP (VV 预测) (NP (NN 交通) (NN 流量))))) )
